,score,component,cui,term,points
1829,hasbled,bleeding,S-320836010,Subdural haemorrhage following injury,1
1830,hasbled,bleeding,S-2915482010,Subdural haemorrhage following injury,1
1831,hasbled,bleeding,S-483737017,Closed traumatic subarachnoid haemorrhage,1
1832,hasbled,bleeding,S-46957015,Closed traumatic subarachnoid haemorrhage,1
1833,hasbled,bleeding,S-496337012,Open traumatic subarachnoid haemorrhage,1
1834,hasbled,bleeding,S-320752018,Closed traumatic subdural haemorrhage,1
1835,hasbled,bleeding,S-320771016,Open traumatic subdural haemorrhage,1
1836,hasbled,bleeding,S-2915656010,Traumatic subarachnoid haemorrhage,1
1837,hasbled,bleeding,S-2915309017,Traumatic subarachnoid haemorrhage,1
1838,hasbled,bleeding,S-320836010,Traumatic subdural haemorrhage,1
1839,hasbled,bleeding,S-320835014,Traumatic subdural haemorrhage,1
1840,hasbled,bleeding,S-2912898019,Traumatic subdural haematoma,1
1841,hasbled,bleeding,S-2913152010,Traumatic subdural haematoma,1
1842,hasbled,bleeding,S-459511018,Traumatic subdural haematoma without open intracranial wound,1
1843,hasbled,bleeding,S-459514014,Traumatic subdural haematoma with open intracranial wound,1
1844,hasbled,bleeding,S-486896012,Intracranial haematoma following injury,1
1845,hasbled,bleeding,S-78268012,Intracranial haematoma following injury,1
1846,hasbled,bleeding,S-255337011,O/E - retinal haemorrhages,1
1847,hasbled,bleeding,S-255341010,O/E - vitreous haemorrhages,1
1848,hasbled,bleeding,S-510363011,Intra-ocular haemorrhage,1
1849,hasbled,bleeding,S-1216693019,Retinal pigment epithelium haemorrhagic detachment,1
1850,hasbled,bleeding,S-1216289019,Haemorrhage - retinal,1
1851,hasbled,bleeding,S-499542018,Superficial retinal haemorrhage,1
1852,hasbled,bleeding,S-495202016,Deep retinal haemorrhage,1
1853,hasbled,bleeding,S-475607010,Subretinal haemorrhage,1
1854,hasbled,bleeding,S-484055013,Retinal haemorrhage NOS,1
1855,hasbled,bleeding,S-469795010,Unspecified choroidal haemorrhage,1
1856,hasbled,bleeding,S-1256014,Unspecified choroidal haemorrhage,1
1857,hasbled,bleeding,S-420970014,Expulsive choroidal haemorrhage,1
1858,hasbled,bleeding,S-479008012,Haemorrhagic choroidal detachment,1
1859,hasbled,bleeding,S-1216354019,Vitreous haemorrhage,1
1860,hasbled,bleeding,S-484848010,Vitreous haemorrhage,1
1861,hasbled,bleeding,S-493552012,Epidural haematoma following injury,1
1862,hasbled,bleeding,S-505381016,Epidural haemorrhage,1
1863,hasbled,bleeding,S-271286015,Decompression of cardiac tamponade,1
1864,hasbled,bleeding,S-299816014,Haemopericardium/current comp folow acut myocard infarct,1
1865,hasbled,bleeding,S-39303019,Haemopericardium,1
1866,hasbled,bleeding,S-58913019,Cardiac tamponade,1
1867,hasbled,bleeding,S-320982018,Injury of heart with haemopericardium,1
1868,hasbled,bleeding,S-253195013,Nose bleed symptom,1
1869,hasbled,bleeding,S-253197017,Has nose bleeds - epistaxis,1
1870,hasbled,bleeding,S-267550012,Surgical arrest of bleeding from internal nose,1
1871,hasbled,bleeding,S-372073016,[D]Nosebleed,1
1872,hasbled,bleeding,S-3633921019,[D]Nosebleed,1
1873,hasbled,bleeding,S-1220696019,[D]Nosebleed,1
1874,hasbled,bleeding,S-21406015,[D]Nosebleed,1
1875,hasbled,bleeding,S-348112019,[D]Nosebleed,1
1876,hasbled,bleeding,S-348113012,[D]Nosebleed,1
1877,hasbled,bleeding,S-348114018,[D]Nosebleed,1
1878,hasbled,bleeding,S-348115017,[D]Nosebleed,1
1879,hasbled,bleeding,S-111056015,Blood in sputum - haemoptysis,1
1880,hasbled,bleeding,S-111057012,Blood in sputum - haemoptysis,1
1881,hasbled,bleeding,S-500542015,Blood in sputum - haemoptysis,1
1882,hasbled,bleeding,S-111056015,Haemoptysis - symptom,1
1883,hasbled,bleeding,S-111057012,Haemoptysis - symptom,1
1884,hasbled,bleeding,S-500542015,Haemoptysis - symptom,1
1885,hasbled,bleeding,S-255708010,O/E - throat haemorrhage,1
1886,hasbled,bleeding,S-505306012,Tracheostomy haemorrhage,1
1887,hasbled,bleeding,S-465451011,[D]Throat haemorrhage,1
1888,hasbled,bleeding,S-465449012,[D]Throat haemorrhage,1
1889,hasbled,bleeding,S-503767018,[D]Pulmonary haemorrhage NOS,1
1890,hasbled,bleeding,S-129684011,[D]Pulmonary haemorrhage NOS,1
1891,hasbled,bleeding,S-2534219010,Painful rectal bleeding,1
1892,hasbled,bleeding,S-2534250012,Painless rectal bleeding,1
1893,hasbled,bleeding,S-397912015,Vomiting blood - fresh,1
1894,hasbled,bleeding,S-419024010,Vomiting blood - fresh,1
1895,hasbled,bleeding,S-397912015,Blood in vomit - symptom,1
1896,hasbled,bleeding,S-419024010,Blood in vomit - symptom,1
1897,hasbled,bleeding,S-492804019,Vomiting blood - coffee ground,1
1898,hasbled,bleeding,S-372437016,C/O - melaena,1
1899,hasbled,bleeding,S-397916017,C/O - melaena,1
1900,hasbled,bleeding,S-407087019,C/O - melaena,1
1901,hasbled,bleeding,S-2920724011,Blood in faeces,1
1902,hasbled,bleeding,S-372431015,Blood in faeces,1
1903,hasbled,bleeding,S-2153991014,Blood in faeces,1
1904,hasbled,bleeding,S-2647547016,Blood in faeces,1
1905,hasbled,bleeding,S-2647548014,Blood in faeces,1
1906,hasbled,bleeding,S-2920724011,Blood in faeces symptom,1
1907,hasbled,bleeding,S-372431015,Blood in faeces symptom,1
1908,hasbled,bleeding,S-2153991014,Blood in faeces symptom,1
1909,hasbled,bleeding,S-2647547016,Blood in faeces symptom,1
1910,hasbled,bleeding,S-2647548014,Blood in faeces symptom,1
1911,hasbled,bleeding,S-404537010,Melaena - O/E of faeces,1
1912,hasbled,bleeding,S-411734011,Melaena - O/E of faeces,1
1913,hasbled,bleeding,S-404540010,Faeces: fresh blood present,1
1914,hasbled,bleeding,S-404540010,Blood in faeces,1
1915,hasbled,bleeding,S-168391012,Faeces occult blood test,1
1916,hasbled,bleeding,S-277449011,Faeces occult blood test,1
1917,hasbled,bleeding,S-2565621000000110,Faeces occult blood test,1
1918,hasbled,bleeding,S-2574791000000110,Faeces occult blood test,1
1919,hasbled,bleeding,S-1215845017,Faeces occult blood test,1
1920,hasbled,bleeding,S-2669565016,Vomit: frank blood present,1
1921,hasbled,bleeding,S-411741017,Vomit: frank blood present,1
1922,hasbled,bleeding,S-404554019,Vomit: frank blood present,1
1923,hasbled,bleeding,S-2669565016,Blood in vomit O/E,1
1924,hasbled,bleeding,S-411741017,Blood in vomit O/E,1
1925,hasbled,bleeding,S-404554019,Blood in vomit O/E,1
1926,hasbled,bleeding,S-260777019,Vomit occult blood,1
1927,hasbled,bleeding,S-260777019,Occult blood in vomit,1
1928,hasbled,bleeding,S-260778012,Vomit occult blood positive,1
1929,hasbled,bleeding,S-269184010,Gastrotomy and ligation of bleeding point of stomach,1
1930,hasbled,bleeding,S-362951000000115,Oversew of blood vessel of duodenal ulcer,1
1931,hasbled,bleeding,S-269804011,Fibreoptic endoscopic coagulation of blood vessel of colon,1
1932,hasbled,bleeding,S-1216060010,Oesophageal varices with bleeding,1
1933,hasbled,bleeding,S-1216061014,Oesophageal varices with bleeding,1
1934,hasbled,bleeding,S-478405010,Oesophageal varices with bleeding,1
1935,hasbled,bleeding,S-2575715017,Oesophageal varices with bleeding in diseases EC,1
1936,hasbled,bleeding,S-2575714018,Oesophageal varices with bleeding in diseases EC,1
1937,hasbled,bleeding,S-300776018,Oesophageal varices with bleeding in diseases EC,1
1938,hasbled,bleeding,S-1216440014,Mallory-Weiss syndrome,1
1939,hasbled,bleeding,S-58843018,Mallory-Weiss syndrome,1
1940,hasbled,bleeding,S-477248016,Haemorrhage of oesophagus,1
1941,hasbled,bleeding,S-477249012,Haemorrhage of oesophagus,1
1942,hasbled,bleeding,S-1235493010,Acute gastric ulcer with haemorrhage,1
1943,hasbled,bleeding,S-508664015,Acute gastric ulcer with haemorrhage,1
1944,hasbled,bleeding,S-1235493010,Bleeding acute gastric ulcer,1
1945,hasbled,bleeding,S-508664015,Bleeding acute gastric ulcer,1
1946,hasbled,bleeding,S-495273013,Acute gastric ulcer with haemorrhage and perforation,1
1947,hasbled,bleeding,S-1231704018,Chronic gastric ulcer with haemorrhage,1
1948,hasbled,bleeding,S-497833010,Chronic gastric ulcer with haemorrhage,1
1949,hasbled,bleeding,S-1231704018,Bleeding chronic gastric ulcer,1
1950,hasbled,bleeding,S-497833010,Bleeding chronic gastric ulcer,1
1951,hasbled,bleeding,S-503219010,Chronic gastric ulcer with haemorrhage and perforation,1
1952,hasbled,bleeding,S-477573015,Unspecified gastric ulcer with haemorrhage,1
1953,hasbled,bleeding,S-26937011,Unspecified gastric ulcer with haemorrhage,1
1954,hasbled,bleeding,S-499256017,Unspec gastric ulcer; unspec haemorrhage and/or perforation,1
1955,hasbled,bleeding,S-474430017,Acute duodenal ulcer with haemorrhage,1
1956,hasbled,bleeding,S-507303017,Acute duodenal ulcer with haemorrhage and perforation,1
1957,hasbled,bleeding,S-1235462014,Chronic duodenal ulcer with haemorrhage,1
1958,hasbled,bleeding,S-508524014,Chronic duodenal ulcer with haemorrhage,1
1959,hasbled,bleeding,S-1235462014,Bleeding chronic duodenal ulcer,1
1960,hasbled,bleeding,S-508524014,Bleeding chronic duodenal ulcer,1
1961,hasbled,bleeding,S-486596015,Chronic duodenal ulcer with haemorrhage and perforation,1
1962,hasbled,bleeding,S-483490017,Unspecified duodenal ulcer with haemorrhage,1
1963,hasbled,bleeding,S-45608011,Unspecified duodenal ulcer with haemorrhage,1
1964,hasbled,bleeding,S-470365013,Acute peptic ulcer with haemorrhage,1
1965,hasbled,bleeding,S-361430016,Acute peptic ulcer with haemorrhage and perforation,1
1966,hasbled,bleeding,S-495344012,Chronic peptic ulcer with haemorrhage,1
1967,hasbled,bleeding,S-499719010,Acute gastrojejunal ulcer with haemorrhage,1
1968,hasbled,bleeding,S-481682019,Acute haemorrhagic gastritis,1
1969,hasbled,bleeding,S-396382012,Haemorrhage of rectum and anus,1
1970,hasbled,bleeding,S-396382012,Bleeding PR,1
1971,hasbled,bleeding,S-464498014,Rectal haemorrhage,1
1972,hasbled,bleeding,S-20792019,Rectal haemorrhage,1
1973,hasbled,bleeding,S-464499018,Rectal haemorrhage,1
1974,hasbled,bleeding,S-464500010,Rectal haemorrhage,1
1975,hasbled,bleeding,S-464494011,Rectal haemorrhage,1
1976,hasbled,bleeding,S-498827015,Rectal haemorrhage,1
1977,hasbled,bleeding,S-464498014,Rectal bleeding,1
1978,hasbled,bleeding,S-20792019,Rectal bleeding,1
1979,hasbled,bleeding,S-464499018,Rectal bleeding,1
1980,hasbled,bleeding,S-464500010,Rectal bleeding,1
1981,hasbled,bleeding,S-464494011,Rectal bleeding,1
1982,hasbled,bleeding,S-498827015,Rectal bleeding,1
1983,hasbled,bleeding,S-464498014,PRB - Rectal bleeding,1
1984,hasbled,bleeding,S-20792019,PRB - Rectal bleeding,1
1985,hasbled,bleeding,S-464499018,PRB - Rectal bleeding,1
1986,hasbled,bleeding,S-464500010,PRB - Rectal bleeding,1
1987,hasbled,bleeding,S-464494011,PRB - Rectal bleeding,1
1988,hasbled,bleeding,S-498827015,PRB - Rectal bleeding,1
1989,hasbled,bleeding,S-1216914011,Gastrointestinal haemorrhage,1
1990,hasbled,bleeding,S-1216915012,Gastrointestinal haemorrhage,1
1991,hasbled,bleeding,S-1216916013,Gastrointestinal haemorrhage,1
1992,hasbled,bleeding,S-1233753013,Gastrointestinal haemorrhage,1
1993,hasbled,bleeding,S-1233754019,Gastrointestinal haemorrhage,1
1994,hasbled,bleeding,S-502715010,Gastrointestinal haemorrhage,1
1995,hasbled,bleeding,S-507678016,Haematemesis,1
1996,hasbled,bleeding,S-507679012,Haematemesis,1
1997,hasbled,bleeding,S-507678016,Vomiting of blood,1
1998,hasbled,bleeding,S-507679012,Vomiting of blood,1
1999,hasbled,bleeding,S-1226275011,Melaena,1
2000,hasbled,bleeding,S-1226276012,Melaena,1
2001,hasbled,bleeding,S-1226277015,Melaena,1
2002,hasbled,bleeding,S-5913016,Melaena,1
2003,hasbled,bleeding,S-2920724011,Melaena,1
2004,hasbled,bleeding,S-1226275011,Blood in stool,1
2005,hasbled,bleeding,S-1226276012,Blood in stool,1
2006,hasbled,bleeding,S-1226277015,Blood in stool,1
2007,hasbled,bleeding,S-5913016,Blood in stool,1
2008,hasbled,bleeding,S-2920724011,Blood in stool,1
2009,hasbled,bleeding,S-1226275011,Altered blood in stools,1
2010,hasbled,bleeding,S-1226276012,Altered blood in stools,1
2011,hasbled,bleeding,S-1226277015,Altered blood in stools,1
2012,hasbled,bleeding,S-5913016,Altered blood in stools,1
2013,hasbled,bleeding,S-2920724011,Altered blood in stools,1
2014,hasbled,bleeding,S-1226275011,Blood in stools altered,1
2015,hasbled,bleeding,S-1226276012,Blood in stools altered,1
2016,hasbled,bleeding,S-1226277015,Blood in stools altered,1
2017,hasbled,bleeding,S-5913016,Blood in stools altered,1
2018,hasbled,bleeding,S-2920724011,Blood in stools altered,1
2019,hasbled,bleeding,S-123688018,Gastrointestinal haemorrhage unspecified,1
2020,hasbled,bleeding,S-123695010,Gastrointestinal haemorrhage unspecified,1
2021,hasbled,bleeding,S-123688018,GIB - Gastrointestinal bleeding,1
2022,hasbled,bleeding,S-123695010,GIB - Gastrointestinal bleeding,1
2023,hasbled,bleeding,S-499003013,Gastric haemorrhage NOS,1
2024,hasbled,bleeding,S-1216567017,Upper gastrointestinal haemorrhage,1
2025,hasbled,bleeding,S-486704010,Upper gastrointestinal haemorrhage,1
2026,hasbled,bleeding,S-2984033019,Vaginal bleeding,1
2027,hasbled,bleeding,S-411565016,Vaginal bleeding,1
2028,hasbled,bleeding,S-397855015,Vaginal bleeding,1
2029,hasbled,bleeding,S-2670003011,Vaginal bleeding,1
2030,hasbled,bleeding,S-459713018,Heavy episode of vaginal bleeding,1
2031,hasbled,bleeding,S-1490236018,Evacuation of haematoma from vagina,1
2032,hasbled,bleeding,S-394487015,Pack to control postnatal vaginal bleeding,1
2033,hasbled,bleeding,S-394488013,Pack to control postnatal vaginal bleeding,1
2034,hasbled,bleeding,S-394489017,Pack to control postnatal vaginal bleeding,1
2035,hasbled,bleeding,S-411006010,Pack to control postnatal vaginal bleeding,1
2036,hasbled,bleeding,S-394487015,Pack to control postnatal vaginal bleeding,1
2037,hasbled,bleeding,S-394488013,Pack to control postnatal vaginal bleeding,1
2038,hasbled,bleeding,S-394489017,Pack to control postnatal vaginal bleeding,1
2039,hasbled,bleeding,S-411006010,Pack to control postnatal vaginal bleeding,1
2040,hasbled,bleeding,S-394487015,Pack to control postnatal haemorrhage,1
2041,hasbled,bleeding,S-394488013,Pack to control postnatal haemorrhage,1
2042,hasbled,bleeding,S-394489017,Pack to control postnatal haemorrhage,1
2043,hasbled,bleeding,S-411006010,Pack to control postnatal haemorrhage,1
2044,hasbled,bleeding,S-496575013,Vaginal haematoma,1
2045,hasbled,bleeding,S-2983956017,Haemorrhage of vagina,1
2046,hasbled,bleeding,S-2983956017,Bleeding - vaginal NOS,1
2047,hasbled,bleeding,S-2983956017,BPV - Vaginal bleeding,1
2048,hasbled,bleeding,S-371565015,Contact bleeding of cervix,1
2049,hasbled,bleeding,S-2995739016,"Abnormal uterine bleeding, unspecified",1
2050,hasbled,bleeding,S-443305015,"Abnormal vaginal bleeding, unspecified",1
2051,hasbled,bleeding,S-411401013,Unspec spontaneous abortion + delayed/excessive haemorrhage,1
2052,hasbled,bleeding,S-411401013,Spontaneous abortion with heavy bleeding,1
2053,hasbled,bleeding,S-305325017,Incomp spontaneous abortion + delayed/excessive haemorrhage,1
2054,hasbled,bleeding,S-305404018,Incomplete legal abortion + delayed or excessive haemorrhage,1
2055,hasbled,bleeding,S-305425018,Complete legal abortion with delayed/excessive haemorrhage,1
2056,hasbled,bleeding,S-2966340017,Delayed/excess haemorrhage NOS following abortive pregnancy,1
2057,hasbled,bleeding,S-483053014,Haemorrhage in early pregnancy,1
2058,hasbled,bleeding,S-483054015,Haemorrhage in early pregnancy,1
2059,hasbled,bleeding,S-484718018,Other haemorrhage in early pregnancy - not delivered,1
2060,hasbled,bleeding,S-43268017,Early pregnancy haemorrhage NOS,1
2061,hasbled,bleeding,S-398338010,"Antepartum haemorrhage, abruptio placentae, placenta praevia",1
2062,hasbled,bleeding,S-1216433013,"Antepartum haemorrhage, abruptio placentae, placenta praevia",1
2063,hasbled,bleeding,S-220801000000113,"Antepartum haemorrhage, abruptio placentae, placenta praevia",1
2064,hasbled,bleeding,S-485971018,"Antepartum haemorrhage, abruptio placentae, placenta praevia",1
2065,hasbled,bleeding,S-398338010,Antepartum haemorrhage,1
2066,hasbled,bleeding,S-1216433013,Antepartum haemorrhage,1
2067,hasbled,bleeding,S-220801000000113,Antepartum haemorrhage,1
2068,hasbled,bleeding,S-485971018,Antepartum haemorrhage,1
2069,hasbled,bleeding,S-398338010,Antepartum bleeding,1
2070,hasbled,bleeding,S-1216433013,Antepartum bleeding,1
2071,hasbled,bleeding,S-220801000000113,Antepartum bleeding,1
2072,hasbled,bleeding,S-485971018,Antepartum bleeding,1
2073,hasbled,bleeding,S-2532335017,Antepartum haemorrhage with coagulation defect,1
2074,hasbled,bleeding,S-355605016,Antepartum haemorrhage with coagulation defect,1
2075,hasbled,bleeding,S-355606015,Antepartum haemorrhage with coagulation defect,1
2076,hasbled,bleeding,S-355609010,Antepartum haemorrhage with coagulation defect,1
2077,hasbled,bleeding,S-2532334018,Antepartum haemorrhage with coagulation defect,1
2078,hasbled,bleeding,S-398341018,Antepartum haemorrhage with coagulation defect,1
2079,hasbled,bleeding,S-2532335017,Antepartum haemorrhage with hypofibrinogenaemia,1
2080,hasbled,bleeding,S-355605016,Antepartum haemorrhage with hypofibrinogenaemia,1
2081,hasbled,bleeding,S-355606015,Antepartum haemorrhage with hypofibrinogenaemia,1
2082,hasbled,bleeding,S-355609010,Antepartum haemorrhage with hypofibrinogenaemia,1
